Day,forecast_da,forecast_rt,m(t),timestamp
2024-01-25 14:00:00+09:00,816.7468661,820.1740656,,2024-01-25 14:00:00+09:00
2024-01-25 15:00:00+09:00,738.8090566,734.2330842,,2024-01-25 15:00:00+09:00
2024-01-25 16:00:00+09:00,531.6924331,531.5376575,,2024-01-25 16:00:00+09:00
2024-01-25 17:00:00+09:00,216.1408877,236.8242847,,2024-01-25 17:00:00+09:00
2024-01-26 07:00:00+09:00,0.390483086,0.074572122,,2024-01-26 07:00:00+09:00
2024-01-26 08:00:00+09:00,10.11919963,11.34025361,,2024-01-26 08:00:00+09:00
2024-01-26 09:00:00+09:00,113.9121177,127.3588588,,2024-01-26 09:00:00+09:00
2024-01-26 10:00:00+09:00,346.630076,361.4572747,,2024-01-26 10:00:00+09:00
2024-01-26 11:00:00+09:00,604.8951535,610.3369021,,2024-01-26 11:00:00+09:00
2024-01-26 12:00:00+09:00,717.5589594,738.9978758,,2024-01-26 12:00:00+09:00
2024-01-26 13:00:00+09:00,788.2013218,802.6792737,,2024-01-26 13:00:00+09:00
2024-01-26 14:00:00+09:00,768.422878,790.9812095,,2024-01-26 14:00:00+09:00
2024-01-26 15:00:00+09:00,668.7522736,695.1356313,,2024-01-26 15:00:00+09:00
2024-01-26 16:00:00+09:00,446.4903096,489.8400241,,2024-01-26 16:00:00+09:00
2024-01-26 17:00:00+09:00,178.9950214,189.1625817,,2024-01-26 17:00:00+09:00
2024-01-27 07:00:00+09:00,0.04945054,0.053446058,,2024-01-27 07:00:00+09:00
2024-01-27 08:00:00+09:00,4.049237358,5.265773096,,2024-01-27 08:00:00+09:00
2024-01-27 09:00:00+09:00,93.87415756,84.6254346,,2024-01-27 09:00:00+09:00
2024-01-27 10:00:00+09:00,333.7505192,287.2976925,,2024-01-27 10:00:00+09:00
2024-01-27 11:00:00+09:00,575.8437602,520.4491774,,2024-01-27 11:00:00+09:00
2024-01-27 12:00:00+09:00,699.3761916,682.1977615,,2024-01-27 12:00:00+09:00
2024-01-27 13:00:00+09:00,751.1080405,753.1393977,,2024-01-27 13:00:00+09:00
2024-01-27 14:00:00+09:00,769.0225495,773.1856547,,2024-01-27 14:00:00+09:00
2024-01-27 15:00:00+09:00,682.0429866,684.1027085,,2024-01-27 15:00:00+09:00
